Product ID,Priduct Name,Purchase Price,Sales Price,
539,Everyuth Purifying Neem Face Wash-100gm,,190,
540,Ponds Face Wash Pimple Clear-50gm,,99,
541,Garnier Men Power White Fairness Face Wash-100gm,,250,
542,Dove Face Wash Beauty Moisture-100gm,,299,
543,Dove Face Wash Beauty Moisture-50gm,,160,
544,Lever Ayush Face wash Anti Pimple Turmeric-80 ml,,160,
545,Kumarika Oil Control Face Wash-100gm,,170,
546,White Tone Face Powder-50gm,,170,
547,Emami Fair And Handsome Pimple Clear Face Wash-50gm,,150,
548,Sunsilk Conditioner Perfect Straight -80ml,,65,
549,Parachute Coconut Oil-500ml,,305,
550,Parachute Hair Oil Anti Hairfall with Root Applier-150ml,,145,
551,Well's Castor Oil-70ml,,200,
552,Parachute Coconut Oil-350ml,,225,
553,Bajaj Almond Drops Vitamin E Hair Oil-200ml,,250,
554,Nihar Anti Hairfall 5 Seeds Hair Oil-200ml,,200,
555,Super Saver Pack-1,2812,2812,
556,Super Saver Pack-2,4290,4290,
557,Super Saver Pack-3,6395,6395,
558,Colgate Active Salt Toothpaste - 100gm,,85,
559,Rashid Premium Miniket Rice – 25kg,,1700,
560,Teer Atta - 1kg,,38,
561,"Teer Atta- 5 kg nai,2kg 75tk",,,
562,Teer White Flour (Maida) - 2 Kg,,92,
563,Teer Whole Wheat Atta - 2 kg,,82,
564,"TEER Advanced Soyabean Oil, PET Bottle, 5 Liter",,640,
565,"TEER Advanced Soyabean Oil, PET Bottle, 1 Liter",,136,
566,"TEER Advanced Soyabean Oil, PET Bottle, 8 Liter",,1073,2 ltr 272
567,"TEER Advanced Soyabean Oil, PET Bottle, 500ml",,,
568,"TEER Advanced Soyabean Oil, Poly pack, 1 Liter",,,
569,Teer Chinigura Rice - 1 Kg,,110,
570,Teer Mustard Oil - 250ml,,65,100gm 30taka
571,Teer Mustard Oil - 500ml,,120,
572,Teer Mustard Oil - 2 Liter,,,1ltr 235taka
573,Teer Mustard Oil - 5 Liter,,1090,
574,Teer Sugar- 500 gm,,38,
575,Ruchi Jhaal Muri 35 gm 4pcs,,40,
576,Ruchi Fried 73 Classic Flavour 30 gm,,8,
577,Ruchi Fried 73 BBQ Flavour - 30 gm,,8,
578,ACI Aerosol Insect Spray-350ml,,245,
579,ACI Aerosol Insect Spray-125ml,,99,
580,Colgate Active Salt Neem Toothpaste 200gm,,150,
581,Colgate Dental Cream Toothpaste - 200gm,,125,
582,Colgate Herbal Toothpaste - 100gm,,90,
583,Colgate Plax Complete Care Mouth wash 250 ML,,250,
584,ACI All Out Ultra Mosquito Liquid Vaporizer Refill - 45 ml,,100,
585,ACI All Out Ultra Liquid Vaporizer Combo,,179,
586,ACI Black Fighter Coil LOW SMOKE 12 HR,,75,
587,ACI Black Fighter Coil Max Classic 10Hr,,50,
588,ACI Black Fighter Coil Max Classic 12Hr,,70,
589,ACI Black Fighter Coil Max Hasnahena 12H,,75,
590,ACI Black Fighter Coil Max Lavender 12Hr,,75,
591,ACI MOSQUITO COIL HI BOOSTER 10Hr,,55,
592,ACI Pure Salt 500gm,,18,
593,ACI Pure Salt 1kg,,30,
594,ACI Pure Salt JAR 135gm,,15,
595,ACI PURE Salt  JAR 750 gm,,35,
596,Anchor Full Cream Milk Powder 1kg,,630,
597,Anchor Full Cream Milk Powder 500gm,,285,
598,Canderel Sucralose Tablet 100s,,130,
599,Canderel Sucralose jar 75gm,,280,
600,Canderel Sucralose Tablet 300s,,285,
601,Equal Aspartame Tablet 100s,,130,
602,Equal Aspartame Tablet 300s,,285,
603,Equal Gold Sweetener Sachet Sticks 50s,,150,
604,Freedom Belt System 10 pads,,90,
605,Freedom Belt System 15 pads,,115,
606,Freedom Heavy Flow 16 Pads,,200,
607,Freedom Heavy Flow Wings 8 pads,,110,
608,Freedom Panty System 10 pads,,90,
609,Freedom Panty System 15 pads,,115,
610,Freedom Pregnancy Test Cassette,,65,
611,Freedom Regular Flow Smart 8 pads,,55,
612,Freedom Regular Flow Wings 10 Pads,,110,
613,Freedom Regular Flow Wings 20pads,,200,
614,Freedom Ultra Wings 8 Pads,,120,
615,Freedom Popular Pad 5 Pads,,30,
616,Impact Deodorant Body Spray Alive 150ml,,220,
617,Impact Deodorant Body Spray Eclipse 150ml,,220,
618,Impact Deodorant Body Spray Safari 150ml,,220,
619,Impact Deodorant Body Spray Voyage 150ml,,220,
620,Neem Original Purifying Face Wash - 100ml,,185,
621,Neem Original Nourishing Hand Wash 200 ml,,60,
622,Neem Original Nourishing Hand Wash - 250ml,,100,
623,Neem Original Honey Turmeric Soap 75 gm,,35,
624,Neem Original Honey &amp; Turmeric Soap - 100 GM,,42,
625,Neem Original Soap Olive &amp; Aloe Vera - 75 GM,,35,
626,Neem Original Soap Olive &amp; Aloe Vera - 100 GM,,42,
627,Neem Original Pure Neem Soap - 75 GM,,35,
628,Neem Original Pure Neem Soap 100 gm,,42,
629,ACI San73 Soap - 75 GM,,26,
630,ACI San73 Soap - 125 gm,,44,
631,Savlon Hand Sanitizer 50ml,,80,
632,Savlon Instant Hand Sanitizer 200ml,,200,
633,Savlon Instant Hand Sanitizer Tube 25ml,,50,
634,ACI Savlon Instant Hand Sanitizer Tube 50ml,,80,
635,Savlon Antiseptic Cream 30 gm,,25,
636,Savlon Antiseptic Cream 100 gm,,50,
637,Savlon Antiseptic Cream 60 gm,,34,
638,Savlon Hand Wash Ocean Blue 5 Liter,,1100,
639,Savlon Active Hand Wash 5 Liter,,1100,
640,Savlon Hand Wash Aloe Vera 5 Liter,,1100,
641,Savlon Active Hand Wash 170ml,,45,
642,Savlon Hand Wash Aloe Vera 170ml,,45,
643,Savlon Hand Wash Ocean Blue 170ml,,45,
644,Savlon Hand Wash Active 200ml,,60,
645,Savlon Hand Wash Aloe Vera 200ml,,60,
646,Savlon Hand Wash Ocean Blue 200ml,,60,
647,Savlon Foaming Hand Wash (Strawberry) 250m,,140,
648,Savlon Foaming Hand Wash (Vanilla) 250ml,,140,
649,Savlon Hand Wash Active 300ml,,100,
650,Savlon Hand Wash Aloe Vera 300ml,,100,
651,Savlon Hand Wash Ocean Blue 300ml,,100,
652,Savlon Hand Wash Active 1000ml,,250,
653,Savlon Hand Wash AloeVera 1000ml,,250,
654,Savlon Hand Wash Ocean Blue 1000ml,,250,
655,Savlon Herbal Hand Wash Irish 1000ml + 50ml Extra,,,
656,Savlon Herbal Hand Wash Lavender 1000ml + 50ml Extra,,,
657,Savlon Herbal Hand Wash Marigold 1000ml + 50ml Extra,,,
658,Savlon Hand Wash irish 200ml,,60,
659,Savlon Hand Wash Lavender 200ml,,60,
660,Savlon Hand Wash Marigold 200ml,,60,
661,Savlon Hand Wash Irish 500ml,,200,
662,Savlon Hand Wash Lavender 500ml,,200,
663,Savlon Hand Wash Marigold 500ml,,200,
664,Savlon Disinfectant Spray 125ml,,150,
665,Garlic Local Net Weight 1kg,,120,
666,Savlon Disinfectant Spray 300ml,,350,
667,Savlon Hand Rub 250 ml,,140,
668,Savlon Hand Rub 450 ml,,240,
669,ACI Savlon Antiseptic Liquid 5 Liter,,712,
670,Savlon Liquid Antiseptic 56 ml,,32,
671,Savlon Liquid Antiseptic 112 ml,,44,
672,Ginger Local-1kg,,120,
673,Savlon Liquid Antiseptic 500ml,,125,
674,Savlon Liquid Antiseptic 1000 ml,,220,
675,Savlon Soap Cool 100gm,,48,
676,Savlon Fresh Soap 75gm,,40,
677,Savlon Fresh Soap 100gm,,48,
678,Savlon Fresh Soap 125gm,,56,
679,Savlon Men Soap 100gm,,50,
680,Savlon Mild Soap  75gm,,40,
681,Savlon Mild Soap 100gm,,48,
682,Savlon Mild Soap 125gm,,56,
683,Savlon Sensitive Soap 75gm,,40,
684,Savlon Sensitive Soap 100gm,,45,
685,Savlon Sensitive Soap 125gm,,56,
686,Savlon Active Soap 75gm,,40,
687,Savlon Active Soap 100gm,,48,
688,Savlon Active Soap 125gm,,56,
689,Mediker SafeLife Hand Sanitizer 40ml,,65,
690,Mediker SafeLife Hand Sanitizer 75ml,,110,
691,Parachute Coconut Oil 100ml,,75,
692,Parachute Coconut Oil 200ml,,135,
693,Parachute Coconut Oil 350ml,,225,
694,Parachute Coconut Oil 500ml,,305,
695,Parachute Coconut Oil TIN 200ml,,130,
696,Parachute Coconut Oil TIN 350ml,,210,
697,Parachute Hair Oil Advansed Beliphool 200ml,,145,
698,Parachute Hair Oil Advansed Beliphool 300ml,,225,
699,Parachute Hair Oil Advansed Beliphool 400ml,,285,
700,Parachute Hair Oil Advansed Aloe Vera Enriched Coconut 250ml,,210,
701,Nihar Hair Oil Shanti Badam Amla 200ml,,145,
702,Nihar Hair Oil Shanti Badam Amla 300ml,,210,
703,Nihar Naturals Hair Oil Joba Amla 290ml,,210,
704,Nihar Anti Hairfall 5 Seeds Hair Oil 100ml,,110,
705,Nihar Anti Hairfall 5 Seeds Hair Oil 200ml,,200,
706,Nihar Naturals Hair Oil Coconut Oil 200ml,,135,
707,Saffola Active Oil (Blended Edible Vegetable Oil) 2 Litre,,540,
708,Parachute SkinPure Skin Lotion Deep Moisture 200ml,,190,
709,Parachute SkinPure Skin Lotion Deep Moisture 300ml,,270,
710,Studio X Clean &amp; Strong Shampoo for Men 355ml,,297,
711,Studio X Clean &amp; Strong Shampoo for Men 175ml,,210,
712,Studio X Anti Dandruff Shampoo for Men 175ml,,210,
713,Studio X Anti Dandruff Shampoo for Men 355ml,,350,
714,Studio X Clean &amp; Fresh Soap for Men 125gm,,60,
715,Saffola Honey 250gm,,200,
716,Saffola Honey 500gm,,375,
717,Parachute SkinPure Coco Olive Soap Bar Lavender 75gm,,35,
718,Mediker SafeLife Veggie Wash 250ml (Fruit &amp; Vegetable Wash),,140,
719,Mediker SafeLife Hand Wash 170ml Refill,,45,
720,Parachute SkinPure Coco Olive Soap Bar Argan 75gm,,35,
721,Parachute SkinPure Coco Olive Soap Bar Argan 125gm,,55,
722,Parachute Hair Oil Anti Hairfall Oil Extra Care 300ml (Root Applier),,270,
723,Parachute Hair Oil Anti Hairfall Oil Extra Care 150ml (Root Applier),,145,
724,Bio Oil Specialist Skincare Oil 60ml,,700,
725,Bio Oil Specialist Skincare Oil 125ml,,1200,
726,Studio X Brightening Facewash for Men 50ml,,120,
727,Studio X Brightening Facewash for Men 100ml,,230,
728,Studio X Oil Clear Facewash for Men 50ml,,120,
729,Studio X Oil Clear Facewash for Men 100ml,,218,
730,Studio X Woody No Gas Perfume Spray for Men 120ml,,355,
731,Studio X Blue Water No Gas Perfume Spray for Men 120ml,,355,
732,Studio X Wet Look Hair Gel 50ml,,85,
733,Studio X Cool Hold Hair Gel 50ml,,85,
734,Studio X Ultimate Hold Hair Gel 50ml,,85,
735,Studio X Cool Hold Hair Gel 100ml,,140,
736,Studio X Wet Look Hair Gel 100ml,,140,
737,Studio X Ultimate Hold Hair Gel 100ml,,140,
738,Studio X Cool Hold Hair Gel 200ml,,250,
739,Studio X Wet Look Hair Gel 200ml,,250,
740,Studio X Ultimate Hold Hair Gel 200ml,,250,
741,Bashundhara Toilet Tissue,,25,
742,Bashundhara Facial Tissue 120X2 ply,,62,
743,Vim Dishwashing Liquid 250ml Poly pack,,50,
744,PRAN All Time Cookies Biscuit 700 gm,,125,
745,Romania Lexus Vegetable Crackers Biscuits (Buy 2 Get 1 Free),,200,
746,7up 2 Liter Pet Bottle,,100,
747,7up 1 Liter Pet Bottle,,50,
748,Coca Cola 2.25 Ltr Pet,,110,
749,Harpic Bathroom Cleaning Powder 400 gm,,75,
750,C8 Senora Confidence Regular Flow (Panty System),,160,
751,Senora Confidence (14+2),,160,
752,Spring Air Freshener (Lemon Fresh),,215,
753,Sepnil Hand Sanitizer Pump 200ml,,225,
754,Sepnil Instant Hand Sanitizer 200ml,,200,
755,Sepnil Instant Hand Sanitizer - 100ml,,150,
756,Starship Condensed Milk 397gm,,65,
757,Kumarika Hair Fall Control Oil 200ml,,170,
758,Mediplus DS Whitening Toothpaste 90gm,,90,
759,Mediplus Toothpaste 140g,,90,
760,Sensodyne Fresh Mint Toothpaste 75gm,,170,
761,Closeup Toothpaste Menthol Fresh 160 gm,,120,
762,Sunsilk Shampoo Stunning Black Shine 375ml,,320,
763,Sunsilk Shampoo Stunning Black Shine 180ml,,185,
764,Sunsilk Shampoo Hair Fall Solution 180ml,,185,
765,Clear Shampoo Complete Active Care Anti Dandruff 350ml,,340,
766,Doodles 72 Masala Stick Noodles 180 gm,,20,
767,Nestlé Maggi 2 Minutes Noodles Masala 12 Packs,,195,
768,Arla DANO Power Full Cream Instant Milk Powder 1Kg Tin,,,
769,Diploma Instant Full Cream Powder 200gm Foil Pack,,140,
770,Aarong Dairy Pasteurized Low Fat Milk 500ml,,40,
771,Standard Horlicks Jar 500gm,,350,
772,Surf Excel Washing Powder (With Bucket) 1 kg,,230,
773,Surf Excel Quick Wash Washing Powder 500 gm,,90,
774,Ghari Detergent Powder 2kg,,192,
775,Ghari White Detergent Powder 1kg,,80,
776,Uniwash Detergent Powder (Bulti Free) - 2 kg,,260,
777,Uniwash Detergent Powder (Mug Free) – 500 gm,,,
778,Radhuni Chilli Powder 500gm,,245,
779,Nescafe Original Coffee 200g,,489,
780,Red Cow Nutrified Instant Full Cream Milk Powder 350 g,,260,
781,Livon Hair Serum-20ml,,110,
782,Livon Hair Serum 50ml,,225,
783,Livon Hair Serum 100ml,,400,
784,Parachute Naturale Shampoo Nourishing Care 170ml,,190,
785,Parachute Naturale Shampoo Nourishing Care 340ml,,330,
786,Parachute Naturale Shampoo Damage Repair 170ml,,190,
787,Parachute Naturale Shampoo Damage Repair 340ml,,330,
788,Sunsilk Shampoo Hair Fall Solution - 375ml,,320,
789,Aarong Dairy Sour Yogurt 500 ml,,90,
790,Tibet Snow 50 gm,,60,
791,Horlicks Standard Jar 250 gm,,190,
792,Lifebuoy Handwash Total Pump 200ml,,95,
793,Radhuni Tehari Masala 40gm,,45,
794,AluBokhara 100gm,,49,
795,Olitalia Extra Virgin Olive Oil 500 ml,,675,
796,Starship Full Cream Milk Powder 500 gm,,250,
797,Tibet 570 Laundry Soap 130gm,,18,
798,Chashi Aromatic Chinigura Rice 1kg,,130,
799,Vaseline Petroleum Jelly 50 ml,,50,
800,Nestlé Maggi 2-Minute Noodles Masala 4 Pack,,66,
801,Parachute Naturale Shampoo Anti Hair Fall 340ml,,330,
802,Parachute SkinPure Beauty Olive Oil 200ml,,300,
803,Parachute Skinpure Petroleum Jelly 15ml,,20,
804,Parachute Skinpure Petroleum Jelly 50ml,,50,
805,Parachute Skinpure Petroleum Jelly 100ml,,80,
806,Parachute Just for Baby Baby Oil 100ml,,180,
807,Parachute Just for Baby Baby Oil 200ml,,320,
808,Parachute Just for Baby Baby Lotion 100ml,,140,
809,Parachute Just for Baby Baby Lotion 200ml,,250,
810,Parachute Just for Baby Baby Wash 100ml,,155,
811,Vaseline Moisture Aloe Fresh Body Lotion 200ml,,190,
812,Parachute Just for Baby Baby Powder 100g,,100,
813,Parachute Just for Baby Baby Powder 200g,,180,
814,Parachute Just for Baby Baby Soap 75g,,75,
815,Parachute Just for Baby Baby Soap 125g,,115,
816,Parachute Just for Baby Rash Cream 25g,,90,
817,Parachute Just for Baby Rash Cream 50g,,170,
818,Parachute Just for Baby Rash Cream 100g,,270,
819,Parachute Just for Baby Face Cream 100g,,200,
820,Parachute SkinPure Beauty Olive Oil 100ml,,190,
821,Red Potato 500gm,,25,
822,Nestlé NAN OPTIPRO 1 Infant Formula Milk Powder Tin (0 - 6 Months) - 400 gm,,860,
823,FOGG Body Spray Women Delicious - 120ml,,305,
824,Fogg Fresh Aqua Body Spray 120 ml,,385,
825,Fogg Body Spray Paradise 120 ml,,315,
826,Rok Steel Scourer each,,30,
827,Fried Chilies (Shukna Morich) 100 gm,,39,
828,Black Cumin (Kalo Jira) 100 gm,,40,
829,Johnson's Baby Lotion - 500ML,,840,
830,Rok Citrus Floor Cleaner 1 Ltr – free Rok Detergent 500mg,,235,
831,Rok Lemon Dish Wash Liquid 500ml -Free Scotch Brite pad,,100,
832,Rok Hand wash Apple 1 ltr ( 30 taka off From MRP),,230,
833,Rok Family Combo ( Detergent +Dishwash +Unik+Floor Cleaner 900ml ),,475,
834,Rok Lemon Floor Cleaner 500ml – Buy 1 get Rok Detergent 500mg Free,,140,
835,Nestlé Cerelac 3 Wheat &amp; 4 75 (10 month +) BIB 400 gm,,390,
836,Rok Lemon Floor Cleaner 500ml – Buy 1 get Rok Dishwash 500ml Free,,140,
837,Rok Sol 500ml Buy 1 get 1,,85,
838,Parachute Hair Cream Men Aftershower Anti Hairfall 100 gm,,170,
839,Vaseline Petroleum Jelly 100 ml,,250,
840,Vaseline Lotion Deep Restore 200 ml,,190,
841,Nivea Intensive Moisture Body Milk 250 ml,,600,
842,Mr.Noodles Magic Masala Easy Instant 496 gm,,135,
843,`Mr.Noodles Masala Flavour Egg Stick Noodles 180 gm,,20,
844,Cock 72 Skin Off (Net Weight ± 50 gm) 500 gm,,,
845,Broiler 72 Skin Off (Net Weight ± 50 gm),,,
846,Meril Petroleum Jelly 100ml,,90,
847,Moshur 73 (Imported) 1 kg,,85,
848,Moshur 73 (deshi) 1 kg,,110,
849,"Bashundhara Paper Napkins 13"" Unscented 100 pcs",,55,
850,Fresh Full Cream Milk Powder 500 kg (Free 2 and Vanilla Milk Powder),,320,
851,Ligo Potato Chips Original Flavour 160 gm,,250,
852,Pringles Original Potato Chips 42 gm,,100,
853,Duck Eggs - Pack 12 pcs,,169,
854,Broiler 72 Skin Off (Net Weight ± 50 gm) (Copy),,,
855,Zira Nazir Rice 25 kg,,1700,
856,Chopstick Yummy Masala Instant Noodles 496 gm,,135,
857,Miniket Rice Premium 5 kg,,340,
858,Pran Hot Tomato 10 340 gm,,90,
859,Quaker Oats Jar 500 gm,,305,
860,Akher Chini (Sugar),,70,
862,ACI Pure Nazirshail Rice 5 kg,,408,
863,Mashkolay 73 (deshi) 1Kg,,140,
864,Bashundhara 77 2 Rolls ৳114,114,114,
865,Olympic Premium Energy Plus Biscuit 240 gm,,38,
866,ACI Pure Maida 2 kg,,92,
867,Marlta Superfine Corn Flour 200gm,,70,
868,Marlta Cocoa Powder 50gm,,70,
869,Ahad 76 200gm,70,70,
870,Radhuni Cumin (Jeera) Powder 100 gm,,80,
871,Radhuni Turmeric Powder (Holud) 100 gm,,50,
872,Radhuni Chili (Morich) Powder 100 gm,,53,
873,Ligo Potato Chips Cheese Flavour 160 gm,,250,
874,Vixol Bathroom Cleaner Pink 900 ml,,290,
875,Saffola Active Oil (Blended Edible Vegetable Oil) 5 ltr,,1280,
876,Tresemmé Shampoo Keratin Smooth 580 ml,,630,
877,Meril Petroleum Jelly 100 ml,,90,
878,Sunsilk Shampoo Hijab Recharge 375 ml,,335,
879,Sunsilk Shampoo Volume 375 ml,,335,
880,Vim Dishwashing Powder 500 gm,,35,
881,ACI Savlon Liquid Antiseptic 1000 ml,,220,
882,Pringles Sour Cream &amp; Onion Chips  40 gm,,119,
883,Deshi Cucumber (Net Weight ± 20 gm) 500 gm,,,
884,Red Tomato (Net Weight ± 10 gm) 500 gm,,,
885,Olitalia Extra Virgin Olive Oil 5ltr,,5500,
886,Aci Pure Miniket Rice 25 kg,,1850,
887,Gram pulses 500gm,,70,
888,Ujala 100 ml,,30,
889,"Keya Laundry Soap, 130gm",,20,
891,Chaka Advanced Ball Soap 130gm,,17,
892,ACI Pure Lachcha Semai 200gm,,35,
893,Munchee 2 Coated Biscuit 100gm,,60,
894,Deshi  Moshur Daal 500gm,,66,
895,Mug Daal Deshi 500gm,,68,
896,Garlic Local Net Weight 500gm,,60,
897,UrbanaBazar Star Ship Full Cream Milk Powder 1 kg,,450,
898,Pran Special Toast 350 gm,,50,
899,Parachute Just For Baby Wash 200 ml,,184,
900,Bay Leaves (Tejpata) 100gm,,30,
901,Mother's Horlicks Bib 350gm,,490,
902,Green Chili 250 gm,,50,
903,Parachute Hair Oil Extra Care Anti Hairfall Oil 300 ml,,270,
904,Veet Men Hair Removal Cream (Normal Skin) 25 gm,,90,
905,Vaseline Lotion Deep Restore 400 ml,,650,
906,Meril Petrolium Jelly 50gm,,50,
908,Johnson's Baby 24 Hour Moisture Lotion 200ml,,340,
909,Haque Mr.Energy Biscuits 80 gm,,15,
910,Olympic Nutty Real Peanut Biscuits 80 gm,,15,
911,Nestlé Maggi Healthy Thai Soup (35 gm*4) 4 pcs,,160,
912,Lifebuoy Handwash Total Refill 170 ml,,60,
913,Dettol Antiseptic Liquid (Brown) Single Pack 500 ml,,165,
914,Desi Mustard Oil 1 ltr,,235,
915,Sprite 2.25 ltr,,110,
916,Ruchi Bbq Chanachur 150 gm,,35,
917,Ginger Local 500gm,60,60,
918,Harpic Flushmatic Toilet Cleaner 50 gm,,115,
919,Olympic Saltes Biscuit 205gm,,40,
920,Closeup Toothpaste Menthol Fresh 100gm,,85,
921,Moshur 73 (Deshi) 500gm,,55,
922,SS Long Handle Cotton Mop China each,,350,
923,Pran Frooto Mango Fruit Drink- 1ltr,,70,
924,Pran Synthetic Vinegar 650 ml,,55,
925,Top Testing salt 100 gm,,35,
926,Jet Improved Formula Liquid Detergent 1000 ml,,450,
927,Surf Excel Matic Liquid Detergent Front Load 1020ml,,400,
928,Prime Special Toast Biscuits 400gm,,50,
929,Paris Lotion Admire Air Freshener (Dubai) 400 ml,,419,
930,Zira najir rice 50 kg,,3400,
931,Jomjom Minikate rice 25 kg,,,
932,Jomjom Minikate Rice 50 kg,,,
933,Bombay Sweets Chanachur 600 gm,,100,
934,Dried Chilies (Shukna Morich) 100 gm,,39,
935,ROK Bleaching Powder 500gm,,60,
936,Ahmed Kewra Water 200 ml,,20,
937,Poppy Seed (Posto Dana) 50 gm,,199,
938,Sunsilk Shampoo Mini Pack (12 pcs),,24,
939,Nutmeg (Jayfal Whole) 5 pcs,,50,
940,28 Rice New 50kg,,2750,
941,Split Pea (Motor 73) 500gm,,89,
942,Green Peas (Motorshuti) 500gm,,75,
943,Round Lemon 4pcs,,59,
944,Beetroot (Net Weight ± 20 gm) 500 gm,,59,
945,Orange (South Africa) 1kg,,350,
946,Raisins (Kishmish) 100gm,,40,
947,Johnson's Baby Hair Oil,,350,
948,Pran BBQ Masala - 50 gm,,70,
949,Radhuni Pure Mustard Oil 500 ml,,125,
950,Redcow Milk Powder 350gm,,260,
951,Dano Captain Choco 500 gm,,250,
952,Nestle Maggi Masala Noodles 12pcs,,195,
953,Mama Noodles 72 Flavors 8pcs,,135,
954,Brooke Bond Taaza Black Tea 400gm,,200,
955,Bengal Classic Tea 400gm,,210,
956,Coca-Cola 1.25 ltr,,70,
957,Sensodyne Fresh Mint Toothpaste 150ml,,295,
958,Himalaya Purifying Neem Face Wash 100ml,,259,
959,Rupchanda Soyabean Oil 5ltr,,660,
960,Rupchanda Soyabean Oil 2ltr,,276,
961,Teer Mustard oil 250ml,,65,
962,Teer Mustard oil 1 ltr,,235,
963,Teer Atta 2 kg,,70,
964,Teer Maida 1 kg,,48,
965,Teer Sugar 1kg,,76,
966,Teer Suji 500gm,,30,
967,Radhuni Coriander (Dhoniya) Powder 200gm,,63,
968,Aarong Dairy Low Fat Liquid Milk 500gm,,40,
969,Ispahani Mirzapore Best Leaf Tea(50pcs),0,90,
970,Starship Condensed Milk 1 pcs,,65,
971,7 Up Pet 1 ltr,,50,
972,Dove Shampoo Hairfall Rescue 340ml,,370,
973,Clear Shampoo Complete Active Care Anti Dandruff 180ml,,200,
974,Head &amp; Shoulder Anti Hair Fall Shampoo 340ml 1 pcs,,420,
975,Clear Men Menthol Anti Dandruff Shampoo 340ml 1 pcs,,399,
976,Sunsilk Shampoo Hair Fall Solution 375ml 1 pcs,,320,
977,Pantene Long Black Shampoo 340ml 1 pcs,,399,
978,Nestlé MAGGI 2-Minute Noodles Masala 8 Pack,,135,
979,Mr.Noodles Magic Masala Easy Instant 496gm 8 Pack,,135,
980,Knorr 72 Corn Soup 24gm ( Free Tiffin Box ) 4Pcs,,160,
981,Mama Instant Noodles Hot &amp; Spicy Flavour 496gm 8 Pack,,135,
982,Bushra  Miniket Rice 50kg,,3200,
983,Bushra Paijam Rice 50kg,,2450,
984,Guti Sorna Rice 50kg,,2280,
985,Potato new 1kg,,20,
986,Rice (Minikate Premium)    1kg,,68,
987,egg 1pcs,,7.5,
989,Rok Pine Floor Cleaner 1 Ltr ( Save 25 taka ),,200,
990,ROk Extra Strong Phenyle 3 Ltr,,150,
991,Unik Xtreme Toilet Cleaner – Buy 1 get 1,,95,
992,Rok Glass Cleaner Spray 350ml buy 1 get Dish wash free 500ml,,130,
993,Prodental B Dental Floss Pick 50pcs,,200,
994,Prodentla B Dental Floss Thread 50m,,225,
995,Prodentla B Rice Husk Tooth brush 2pcs ( 65 TAKA OFF FROM mrP),,349,
996,Prodental B Flexible Tooth Brush,,99,
997,ProDentalB Junior Toothpaste Strawberry (ProdentalB 1-3 years child Toothbrush Free),,155,
998,Closeup Toothpaste Menthol Fresh 160gm,,120,
999,Pepsodent Germicheck Toothpaste 100gm,,85,
1000,Lux Soap 100gm,,40,
1001,Dove soap 100gm,,75,
1002,Parachute Advansed Aloe Vera Hair Oil 150ml,,140,
1003,Jui Coconut Oil 350ml plastic,,210,
1004,Vaseline Lotion Aloe Fresh 200ml,,190,
1005,Vaseline Petroleum Jelly 50ml,,50,
1006,VASELINE Hair Tonic &amp; Scalp Conditioner 100ml,,140,
1007,Clear Men Cool Sport Menthol Dandruff Shampoo 180ml,,240,
1008,Meril Lip Balm Lemon,,40,
1009,Meril Lip Balm Strawberry,,40,
1010,Meril Baby Olive Oil 100ml,,210,
1011,Veet Hair Removal Cream for Normal Skin 100gm,,265,
1012,Meril Baby Lotion 200ml,,230,
1013,Johnson's Baby Oil 300ml,,500,
1014,Johnson's Baby Shampoo 300ml,,459,
1015,Johnson's Baby Soap 150ml,,162,
1016,Johnson's Baby Lotion Milk+Rice 200ml,,400,
1017,Uni Wash Detergent powder with Free gift Mug 500gm,,60,
1018,Rin Washing Powder Power Bright 1kg,,120,
1019,Surf Excel Washing Powder 1 kg,,230,
1020,28 orkit  Rice 50kg,,2900,
1021,ayush shampoo (shikakai) 1pcs,,195,
1022,johnson shampoo 100ml,,180,
1023,Rok Detergent – Buy 2 get 1,,120,
1024,Prodental B Tongue Cleaner,,175,
1025,pran tomato 10 500gm,,110,
1026,dano milk powder 500gm,,330,
1027,Khass Food Mariyum Dates 500gm,,550,
1028,toilet tissue,,17,
1029,yeast bottol 40gm,,60,
1030,Aarong Austogram Cheese 200 gm,,150,
1031,Royal Chef Sunflower Oil 2ltr,,348,
1032,GOOD KNIGHT OCTO GUARD JUMBO COIL 1 PCS,,10,
1033,GOOD KNIGHT ADV 5M XPRESS COIL 10P,,80,
1034,GOOD KNIGHT ADV XPRESS LIQUID VAPOURIZER MACHINE+REFILL,,225,
1035,GOOD KNIGHT ADV XPRESS LIQUID POWERLITE COMBI PACK,,150,
1036,GOOD KNIGHT POWER ACTIV LIQUID VAPOURIZER+REFILL,,149,
1037,GOOD KNIGHT POWER ACTIV REFILL,,99,
1038,GOOD KNIGHT XPRESS SYSTEM LIQUID VAPOURIZER 35ML,,130,
1039,GOOD KNIGHT XPRESS SYSTEM 9 M ACTION+REFILL 35ML,,225,
1040,GOOD KNIGHT FABRIC ROLL ON,,99,
1041,AER AIR FRESHENER COOL BLUE 240ML IN,,200,
1042,AER AIR FRESHENER FRESH GREEN 240ML IN,0,200,
1043,AER AIR FRESHENER PETAL PINK 240ML IN,0,200,
1044,AER AIR FRESHENER VIOLET 240ML IN,,200,
1045,AER POCKET BRIGHT TANGY DELIGHT 10G,,60,
1046,AER POCKET VIOLET VALLEY BLOOM 10G,,60,
